,region,league_name,Torneo Nombre,Fecha Torneo,Stage,Team 1 ID,Team1_Name,Outcome 1,Team 2 ID,Team2_Name,Outcome 2,eventTime
5522,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594163014588871,Boavista F.C,loss,102787200132955066,FTW Esports,win,2021-06-07T21:48:31.814Z
5523,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594135137147298,White Dragons,win,105594163014588871,Boavista F.C,loss,2021-06-08T22:26:22.931Z
5524,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594176887807460,EFIVE Esports,loss,103878020539746273,EGN Esports,win,2021-06-21T20:49:45.987Z
5525,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105593951536470384,GTZ Esports,loss,105594176887807460,EFIVE Esports,win,2021-06-28T20:57:41.613Z
5526,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594176887807460,EFIVE Esports,loss,105594101461473671,Karma Clan Esports,win,2021-06-07T22:54:52.798Z
5527,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594116005157262,OFFSET Esports,win,105594176887807460,EFIVE Esports,loss,2021-06-15T22:00:37.933Z
5528,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,102787200132955066,FTW Esports,win,105594176887807460,EFIVE Esports,loss,2021-06-08T19:40:06.257Z
5529,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594176887807460,EFIVE Esports,loss,105594135137147298,White Dragons,win,2021-06-14T19:43:07.856Z
5530,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105593951536470384,GTZ Esports,win,103878020539746273,EGN Esports,loss,2021-06-14T22:02:48.950Z
5531,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,103878020539746273,EGN Esports,loss,105594101461473671,Karma Clan Esports,win,2021-06-22T19:50:07.865Z
5532,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594116005157262,OFFSET Esports,loss,103878020539746273,EGN Esports,win,2021-06-08T23:37:41.918Z
5533,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,102787200132955066,FTW Esports,win,103878020539746273,EGN Esports,loss,2021-06-28T21:58:57.842Z
5534,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,103878020539746273,EGN Esports,loss,105594135137147298,White Dragons,win,2021-06-07T20:47:46.269Z
5535,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105593951536470384,GTZ Esports,win,105594116005157262,OFFSET Esports,loss,2021-06-07T19:43:10.786Z
5536,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,102787200132955066,FTW Esports,win,105593951536470384,GTZ Esports,loss,2021-06-15T23:13:25.507Z
5537,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594135137147298,White Dragons,win,105593951536470384,GTZ Esports,loss,2021-06-22T21:46:31.908Z
5538,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594101461473671,Karma Clan Esports,loss,105594116005157262,OFFSET Esports,win,2021-06-21T22:00:42.745Z
5539,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594101461473671,Karma Clan Esports,win,102787200132955066,FTW Esports,loss,2021-06-14T23:18:25.589Z
5540,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594135137147298,White Dragons,loss,105594101461473671,Karma Clan Esports,win,2021-06-15T20:48:54.676Z
5541,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594116005157262,OFFSET Esports,loss,102787200132955066,FTW Esports,win,2021-06-22T20:52:57.761Z
5542,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594135137147298,White Dragons,loss,105594116005157262,OFFSET Esports,win,2021-06-28T23:02:27.046Z
5543,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,102787200132955066,FTW Esports,loss,105594135137147298,White Dragons,win,2021-06-21T19:41:09.850Z
5544,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594176887807460,EFIVE Esports,loss,105594163014588871,Boavista F.C,win,2021-07-19T23:07:52.451Z
5545,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594163014588871,Boavista F.C,win,103878020539746273,EGN Esports,loss,2021-07-12T19:35:04.680Z
5546,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594163014588871,Boavista F.C,win,105593951536470384,GTZ Esports,loss,2021-07-13T23:31:51.557Z
5547,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594163014588871,Boavista F.C,loss,105594101461473671,Karma Clan Esports,win,2021-07-20T19:50:23.043Z
5548,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594116005157262,OFFSET Esports,win,105594163014588871,Boavista F.C,loss,2021-07-06T19:37:53.968Z
5549,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,102787200132955066,FTW Esports,win,105594163014588871,Boavista F.C,loss,2021-06-29T21:49:33.766Z
5550,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594163014588871,Boavista F.C,win,105594135137147298,White Dragons,loss,2021-07-05T21:59:29.501Z
5551,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,103878020539746273,EGN Esports,win,105594176887807460,EFIVE Esports,loss,2021-07-13T20:57:30.539Z
5552,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594176887807460,EFIVE Esports,loss,105593951536470384,GTZ Esports,win,2021-07-20T20:58:55.177Z
5553,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594101461473671,Karma Clan Esports,loss,105594176887807460,EFIVE Esports,win,2021-06-29T22:54:01.893Z
5554,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594176887807460,EFIVE Esports,loss,105594116005157262,OFFSET Esports,win,2021-07-12T21:50:27.685Z
5555,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594176887807460,EFIVE Esports,loss,102787200132955066,FTW Esports,win,2021-07-05T19:47:15.931Z
5556,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594135137147298,White Dragons,win,105594176887807460,EFIVE Esports,loss,2021-07-06T20:51:55.112Z
5557,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,103878020539746273,EGN Esports,loss,105593951536470384,GTZ Esports,win,2021-07-06T22:00:07.698Z
5558,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594101461473671,Karma Clan Esports,win,103878020539746273,EGN Esports,loss,2021-07-19T19:32:14.023Z
5559,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,103878020539746273,EGN Esports,loss,105594116005157262,OFFSET Esports,win,2021-07-05T23:20:29.393Z
5560,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,103878020539746273,EGN Esports,loss,102787200132955066,FTW Esports,win,2021-07-20T21:56:50.033Z
5561,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594135137147298,White Dragons,win,103878020539746273,EGN Esports,loss,2021-06-29T20:42:17.475Z
5562,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105593951536470384,GTZ Esports,loss,105594101461473671,Karma Clan Esports,win,2021-07-05T20:49:25.333Z
5563,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594116005157262,OFFSET Esports,win,105593951536470384,GTZ Esports,loss,2021-06-29T19:45:14.804Z
5564,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105593951536470384,GTZ Esports,loss,102787200132955066,FTW Esports,win,2021-07-12T23:00:57.584Z
5565,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105593951536470384,GTZ Esports,loss,105594135137147298,White Dragons,win,2021-07-19T21:44:59.780Z
5566,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594116005157262,OFFSET Esports,win,105594101461473671,Karma Clan Esports,loss,2021-07-13T22:06:06.983Z
5567,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,102787200132955066,FTW Esports,win,105594101461473671,Karma Clan Esports,loss,2021-07-06T23:22:44.079Z
5568,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594101461473671,Karma Clan Esports,loss,105594135137147298,White Dragons,win,2021-07-12T20:42:56.628Z
5569,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,102787200132955066,FTW Esports,loss,105594116005157262,OFFSET Esports,win,2021-07-19T20:48:41.692Z
5570,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594116005157262,OFFSET Esports,win,105594135137147298,White Dragons,loss,2021-07-20T23:02:42.969Z
5571,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594135137147298,White Dragons,win,102787200132955066,FTW Esports,loss,2021-07-13T19:53:47.024Z
5572,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Regular Season,105594163014588871,Boavista F.C,win,105593951536470384,GTZ Esports,loss,2021-07-21T18:38:10.254Z
5573,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Playoffs,105594101461473671,Karma Clan Esports,win,105594116005157262,OFFSET Esports,loss,2021-07-26T19:36:46.085Z
5574,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Playoffs,105594135137147298,White Dragons,win,102787200132955066,FTW Esports,loss,2021-07-27T19:40:01.773Z
5575,EMEA,Liga Portuguesa,Liga Portuguesa Summer 2021,2021-05-28,Playoffs,105594135137147298,White Dragons,loss,105594101461473671,Karma Clan Esports,win,2021-08-02T19:50:20.791Z
5576,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405130451785,Cloud9 Challengers,win,105957603362200620,Dignitas Mirage,loss,2021-03-30T22:36:26.090Z
5577,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405127798575,TSM Challengers,loss,105913111502565010,Zoos Gaming,win,2021-03-31T22:39:33.377Z
5578,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405126602853,FlyQuest Challengers,loss,103461966971048042,Evil Geniuses Challengers,win,2021-03-31T00:34:14.363Z
5579,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405128626825,100 Thieves Challengers,win,99566405123587075,CLG Challengers,loss,2021-04-01T01:26:34.412Z
5580,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,103461966981927044,Dignitas Challengers,win,105913238372341488,Wildcard,loss,2021-04-01T22:42:01.843Z
5581,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,103461966975897718,Immortals Progressive Challengers,loss,105913232697120493,EG Prodigies,win,2021-04-03T02:12:20.833Z
5582,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,105913221137618666,No Org,win,99566405129589291,Golden Guardians Challengers,loss,2021-04-02T01:27:01.303Z
5583,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405124618295,Team Liquid Honda Challengers,loss,105957640798249312,Barrage.NA,win,2021-04-03T00:08:44.735Z
5584,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405130451785,Cloud9 Challengers,win,105913111502565010,Zoos Gaming,loss,2021-04-06T22:41:15.164Z
5585,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405128626825,100 Thieves Challengers,loss,103461966971048042,Evil Geniuses Challengers,win,2021-04-07T22:39:12.103Z
5586,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,103461966981927044,Dignitas Challengers,loss,105913232697120493,EG Prodigies,win,2021-04-08T22:46:51.002Z
5587,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,105913221137618666,No Org,win,105957640798249312,Barrage.NA,loss,2021-04-09T22:45:07.742Z
5588,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405127798575,TSM Challengers,win,105957603362200620,Dignitas Mirage,loss,2021-04-09T01:45:41.807Z
5589,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405126602853,FlyQuest Challengers,win,99566405123587075,CLG Challengers,loss,2021-04-08T00:40:00.283Z
5590,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,103461966975897718,Immortals Progressive Challengers,win,105913238372341488,Wildcard,loss,2021-04-10T00:39:21.812Z
5591,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405124618295,Team Liquid Honda Challengers,loss,99566405129589291,Golden Guardians Challengers,win,2021-04-07T01:42:57.289Z
5592,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405130451785,Cloud9 Challengers,win,103461966971048042,Evil Geniuses Challengers,loss,2021-04-15T22:32:37.805Z
5593,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,105913221137618666,No Org,win,105913232697120493,EG Prodigies,loss,2021-04-16T00:27:41.649Z
5594,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405127798575,TSM Challengers,win,105957640798249312,Barrage.NA,loss,2021-04-13T22:40:01.982Z
5595,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,103461966981927044,Dignitas Challengers,loss,99566405126602853,FlyQuest Challengers,win,2021-04-14T00:32:07.108Z
5596,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405128626825,100 Thieves Challengers,win,103461966975897718,Immortals Progressive Challengers,loss,2021-04-14T22:41:39.862Z
5597,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,105913111502565010,Zoos Gaming,loss,99566405129589291,Golden Guardians Challengers,win,2021-04-15T01:30:15.525Z
5598,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405126602853,FlyQuest Challengers,loss,99566405127798575,TSM Challengers,win,2021-04-16T22:34:34.292Z
5599,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405128626825,100 Thieves Challengers,win,99566405129589291,Golden Guardians Challengers,loss,2021-04-17T01:23:51.682Z
5600,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405130451785,Cloud9 Challengers,win,105913221137618666,No Org,loss,2021-04-22T22:50:41.603Z
5601,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,103461966971048042,Evil Geniuses Challengers,win,99566405127798575,TSM Challengers,loss,2021-04-17T22:41:47.641Z
5602,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,105913232697120493,EG Prodigies,loss,99566405128626825,100 Thieves Challengers,win,2021-04-18T22:42:23.727Z
5603,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,103461966971048042,Evil Geniuses Challengers,loss,99566405128626825,100 Thieves Challengers,win,2021-04-23T22:55:25.648Z
5604,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,105913221137618666,No Org,win,99566405128626825,100 Thieves Challengers,loss,2021-04-24T22:50:55.977Z
5605,,,LCS Proving Grounds Spring 2021,2021-03-30,knockouts,99566405130451785,Cloud9 Challengers,loss,105913221137618666,No Org,win,2021-04-25T23:06:51.945Z
5606,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,103461966971048042,Evil Geniuses Challengers,loss,99566405126602853,FlyQuest Challengers,win,2023-06-19T20:33:58.103Z
5607,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405124618295,Team Liquid Honda Challengers,win,99566405126602853,FlyQuest Challengers,loss,2023-06-12T20:31:30.582Z
5608,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405126602853,FlyQuest Challengers,win,108361552741927561,Cincinnati Fear,loss,2023-06-10T20:44:43.120Z
5609,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,105913238372341488,Wildcard,win,99566405126602853,FlyQuest Challengers,loss,2023-06-25T22:42:34.687Z
5610,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,110428362822825796,Disguised,win,99566405126602853,FlyQuest Challengers,loss,2023-06-11T21:32:20.355Z
5611,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,106857734387052095,AOE Gold,loss,99566405126602853,FlyQuest Challengers,win,2023-06-17T21:39:53.176Z
5612,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405126602853,FlyQuest Challengers,loss,102141671183409133,Maryville University,win,2023-06-26T22:24:52.677Z
5613,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,106857761435870473,Supernova,win,99566405126602853,FlyQuest Challengers,loss,2023-06-24T21:39:44.500Z
5614,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,108361575122450254,Team Fish Taco,win,99566405126602853,FlyQuest Challengers,loss,2023-06-18T22:39:02.345Z
5615,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405124618295,Team Liquid Honda Challengers,win,103461966971048042,Evil Geniuses Challengers,loss,2023-06-27T00:32:34.853Z
5616,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,108361552741927561,Cincinnati Fear,win,103461966971048042,Evil Geniuses Challengers,loss,2023-06-19T00:25:19.447Z
5617,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,103461966971048042,Evil Geniuses Challengers,loss,105913238372341488,Wildcard,win,2023-06-11T20:37:38.842Z
5618,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,110428362822825796,Disguised,loss,103461966971048042,Evil Geniuses Challengers,win,2023-06-17T21:35:58.708Z
5619,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,106857734387052095,AOE Gold,loss,103461966971048042,Evil Geniuses Challengers,win,2023-06-12T20:41:25.367Z
5620,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,103461966971048042,Evil Geniuses Challengers,win,102141671183409133,Maryville University,loss,2023-06-11T00:26:11.726Z
5621,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,106857761435870473,Supernova,win,103461966971048042,Evil Geniuses Challengers,loss,2023-06-25T22:27:28.571Z
5622,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,103461966971048042,Evil Geniuses Challengers,loss,108361575122450254,Team Fish Taco,win,2023-06-24T20:38:06.347Z
5623,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,108361552741927561,Cincinnati Fear,loss,99566405124618295,Team Liquid Honda Challengers,win,2023-06-17T22:35:15.955Z
5624,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405124618295,Team Liquid Honda Challengers,win,105913238372341488,Wildcard,loss,2023-06-24T22:33:08.549Z
5625,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,110428362822825796,Disguised,win,99566405124618295,Team Liquid Honda Challengers,loss,2023-06-10T22:30:42.827Z
5626,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405124618295,Team Liquid Honda Challengers,win,106857734387052095,AOE Gold,loss,2023-06-25T21:45:43.442Z
5627,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405124618295,Team Liquid Honda Challengers,win,102141671183409133,Maryville University,loss,2023-06-11T22:37:02.190Z
5628,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405124618295,Team Liquid Honda Challengers,win,106857761435870473,Supernova,loss,2023-06-18T20:48:22.378Z
5629,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,108361575122450254,Team Fish Taco,loss,99566405124618295,Team Liquid Honda Challengers,win,2023-06-19T23:02:57.433Z
5630,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,108361552741927561,Cincinnati Fear,loss,105913238372341488,Wildcard,win,2023-06-26T20:37:17.743Z
5631,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,108361552741927561,Cincinnati Fear,loss,110428362822825796,Disguised,win,2023-06-25T21:32:58.684Z
5632,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,108361552741927561,Cincinnati Fear,win,106857734387052095,AOE Gold,loss,2023-06-25T00:36:13.072Z
5633,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,102141671183409133,Maryville University,loss,108361552741927561,Cincinnati Fear,win,2023-06-12T22:22:09.717Z
5634,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,106857761435870473,Supernova,loss,108361552741927561,Cincinnati Fear,win,2023-06-19T22:14:02.707Z
5635,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,108361552741927561,Cincinnati Fear,loss,108361575122450254,Team Fish Taco,win,2023-06-12T00:28:55.425Z
5636,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,110428362822825796,Disguised,loss,105913238372341488,Wildcard,win,2023-06-20T00:52:41.483Z
5637,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,105913238372341488,Wildcard,win,106857734387052095,AOE Gold,loss,2023-06-10T21:26:04.257Z
5638,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,105913238372341488,Wildcard,loss,102141671183409133,Maryville University,win,2023-06-18T20:49:15.165Z
5639,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,106857761435870473,Supernova,win,105913238372341488,Wildcard,loss,2023-06-13T00:08:34.656Z
5640,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,105913238372341488,Wildcard,win,108361575122450254,Team Fish Taco,loss,2023-06-17T22:29:44.827Z
5641,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,110428362822825796,Disguised,win,106857734387052095,AOE Gold,loss,2023-06-18T22:42:18.379Z
5642,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,102141671183409133,Maryville University,win,110428362822825796,Disguised,loss,2023-06-24T22:32:25.585Z
5643,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,106857761435870473,Supernova,loss,110428362822825796,Disguised,win,2023-06-26T20:33:09.391Z
5644,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,108361575122450254,Team Fish Taco,loss,110428362822825796,Disguised,win,2023-06-12T22:24:02.189Z
5645,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,106857734387052095,AOE Gold,loss,102141671183409133,Maryville University,win,2023-06-19T21:06:47.454Z
5646,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,106857734387052095,AOE Gold,win,106857761435870473,Supernova,loss,2023-06-11T22:27:21.239Z
5647,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,106857734387052095,AOE Gold,win,108361575122450254,Team Fish Taco,loss,2023-06-26T22:35:41.818Z
5648,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,102141671183409133,Maryville University,win,106857761435870473,Supernova,loss,2023-06-18T00:34:18.319Z
5649,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,108361575122450254,Team Fish Taco,win,102141671183409133,Maryville University,loss,2023-06-26T00:27:29.407Z
5650,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,106857761435870473,Supernova,win,108361575122450254,Team Fish Taco,loss,2023-06-10T22:36:04.960Z
5651,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405126602853,FlyQuest Challengers,win,103461966971048042,Evil Geniuses Challengers,loss,2023-06-19T21:19:35.963Z
5652,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405126602853,FlyQuest Challengers,loss,99566405124618295,Team Liquid Honda Challengers,win,2023-06-12T21:20:43.287Z
5653,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405126602853,FlyQuest Challengers,win,108361552741927561,Cincinnati Fear,loss,2023-06-10T21:30:31.983Z
5654,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405126602853,FlyQuest Challengers,win,105913238372341488,Wildcard,loss,2023-06-25T23:29:57.184Z
5655,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405126602853,FlyQuest Challengers,win,110428362822825796,Disguised,loss,2023-06-11T20:39:26.349Z
5656,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405126602853,FlyQuest Challengers,win,106857734387052095,AOE Gold,loss,2023-06-17T20:41:05.269Z
5657,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,102141671183409133,Maryville University,win,99566405126602853,FlyQuest Challengers,loss,2023-06-26T23:38:24.677Z
5658,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405126602853,FlyQuest Challengers,win,106857761435870473,Supernova,loss,2023-06-24T20:53:30.886Z
5659,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405126602853,FlyQuest Challengers,win,108361575122450254,Team Fish Taco,loss,2023-06-18T23:29:31.726Z
5660,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,99566405124618295,Team Liquid Honda Challengers,loss,103461966971048042,Evil Geniuses Challengers,win,2023-06-27T01:34:17.845Z
5661,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,108361552741927561,Cincinnati Fear,win,103461966971048042,Evil Geniuses Challengers,loss,2023-06-19T01:18:15.903Z
5662,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,103461966971048042,Evil Geniuses Challengers,loss,105913238372341488,Wildcard,win,2023-06-11T21:32:07.609Z
5663,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,103461966971048042,Evil Geniuses Challengers,loss,110428362822825796,Disguised,win,2023-06-17T20:33:37.991Z
5664,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,106857734387052095,AOE Gold,loss,103461966971048042,Evil Geniuses Challengers,win,2023-06-12T21:27:06.426Z
5665,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,102141671183409133,Maryville University,loss,103461966971048042,Evil Geniuses Challengers,win,2023-06-11T01:13:42.435Z
5666,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,106857761435870473,Supernova,loss,103461966971048042,Evil Geniuses Challengers,win,2023-06-25T23:18:10.972Z
5667,NORTH AMERICA,LCS Challengers,Summer 2023,2023-06-08,Regular Season,108361575122450254,Team Fish Taco,win,103461966971048042,Evil Geniuses Challengers,loss,2023-06-24T21:31:23.987Z
